OrderID,OrderDate,CustomerID,CustomerName,Region,City,ProductCategory,ProductName,Quantity,UnitPrice,Discount,Sales,Cost,Profit,SalesPerson
2669,2023-09-27,CUST1078,Ramya,North,Delhi,Electronics,Headphones,7,14191,0.11,88409.93,74750.79,13659.14,Suresh
2670,2023-06-08,CUST1221,Anitha,East,Kolkata,Sports,Football,8,42856,0.14,294849.28,206739.13,88110.15,Kavitha
2671,2024-08-09,CUST1021,Kiran,North,Delhi,Grocery,Biscuits,7,24249,0.01,168045.57,141732.78,26312.79,Deepa
2672,2023-02-21,CUST1198,Ramya,North,Delhi,Grocery,Snacks Pack,1,9750,0.04,9360.0,6821.72,2538.28,Manoj
2673,2023-10-04,CUST1212,Bhuvana,West,Chennai,Furniture,Table,3,2997,0.07,8361.63,7196.7,1164.93,Rekha
2674,2024-12-26,CUST1015,Meena,North,Coimbatore,Electronics,Laptop,4,32725,0.09,119119.0,93613.02,25505.98,Suresh
2675,2024-04-03,CUST1473,Vimal,North,Pune,Grocery,Soft Drink,4,36247,0.01,143538.12,115716.54,27821.58,Manoj
2676,2023-03-15,CUST1128,Arul,West,Chennai,Clothing,Shirt,8,22284,0.11,158662.08,116522.99,42139.09,Deepa
2677,2023-10-25,CUST1431,Vimal,North,Coimbatore,Electronics,Smartwatch,6,4378,0.08,24166.56,18846.99,5319.57,Manoj
2678,2024-03-04,CUST1249,Divya,North,Mumbai,Electronics,Laptop,3,19459,0.02,57209.46,49726.17,7483.29,Manoj
2679,2024-05-30,CUST1469,Arul,West,Chennai,Grocery,Rice Bag,6,56301,0.15,287135.1,239200.49,47934.61,Manoj
2680,2023-04-07,CUST1130,Saranya,West,Bangalore,Electronics,Headphones,8,17643,0.05,134086.8,111973.01,22113.79,Kavitha
2681,2023-12-02,CUST1230,Suresh,South,Chennai,Grocery,Snacks Pack,7,13200,0.04,88704.0,62413.13,26290.87,Kavitha
2682,2024-07-25,CUST1139,Arul,West,Hyderabad,Sports,Dumbbells,8,22604,0.02,177215.36,148120.12,29095.24,Naveen
2683,2023-05-05,CUST1063,Divya,South,Bangalore,Furniture,Sofa,3,34791,0.11,92891.97,82337.68,10554.29,Kavitha
2684,2024-08-05,CUST1414,Bhuvana,East,Bangalore,Electronics,Tablet,8,18593,0.05,141306.8,123020.64,18286.16,Rekha
2685,2023-06-02,CUST1132,Vimal,South,Kolkata,Grocery,Biscuits,7,5113,0.06,33643.54,29138.73,4504.81,Arjun
2686,2024-01-08,CUST1415,Karthik,North,Coimbatore,Grocery,Snacks Pack,2,58737,0.13,102202.38,79608.89,22593.49,Kavitha
2687,2024-03-11,CUST1170,Priya,West,Coimbatore,Electronics,Tablet,8,47608,0.14,327543.04,244019.35,83523.69,Deepa
2688,2024-04-14,CUST1143,Anitha,West,Kolkata,Clothing,Shirt,3,19019,0.1,51351.3,46077.68,5273.62,Deepa
2689,2023-06-17,CUST1287,Anitha,West,Delhi,Grocery,Cooking Oil,8,17912,0.01,141863.04,108400.95,33462.09,Manoj
2690,2023-02-15,CUST1123,Karthik,South,Mumbai,Electronics,Mobile,10,28044,0.12,246787.2,198943.68,47843.52,Suresh
2691,2024-04-04,CUST1230,Ramesh,North,Hyderabad,Electronics,Headphones,2,43982,0.01,87084.36,69899.45,17184.91,Rekha
2692,2023-10-12,CUST1318,Suresh,South,Chennai,Furniture,Cupboard,1,21473,0.06,20184.62,15192.84,4991.78,Deepa
2693,2023-10-22,CUST1234,Anitha,South,Mumbai,Clothing,Dress,4,31957,0.02,125271.44,109504.06,15767.38,Suresh
2694,2024-04-13,CUST1047,Ramesh,East,Kolkata,Furniture,Sofa,10,52935,0.12,465828.0,337402.2,128425.8,Rekha
2695,2023-12-13,CUST1253,Kiran,West,Mumbai,Clothing,Jacket,3,18390,0.01,54618.3,43503.61,11114.69,Manoj
2696,2024-07-24,CUST1079,Meena,East,Hyderabad,Clothing,Shirt,4,9337,0.11,33239.72,25173.88,8065.84,Suresh
2697,2023-05-19,CUST1047,Kiran,West,Pune,Electronics,Mobile,2,32902,0.09,59881.64,53618.63,6263.01,Kavitha
2698,2024-09-02,CUST1412,Divya,South,Kolkata,Furniture,Cupboard,10,50763,0.06,477172.2,383753.08,93419.12,Kavitha
2699,2024-11-30,CUST1399,Anitha,North,Mumbai,Furniture,Table,9,4191,0.07,35078.67,27337.78,7740.89,Kavitha
2700,2023-06-06,CUST1051,Vijay,North,Chennai,Clothing,T-Shirt,10,5270,0.02,51646.0,44384.79,7261.21,Suresh
2701,2024-05-24,CUST1261,Ramya,North,Delhi,Electronics,Smartwatch,10,22850,0.02,223930.0,184998.48,38931.52,Naveen
2702,2024-12-13,CUST1356,Suresh,West,Chennai,Sports,Tennis Racket,3,57275,0.13,149487.75,104684.32,44803.43,Arjun
2703,2023-03-22,CUST1471,Anitha,North,Delhi,Sports,Cricket Bat,8,43027,0.12,302910.08,265368.73,37541.35,Naveen
2704,2024-02-09,CUST1036,Priya,West,Coimbatore,Sports,Football,3,59012,0.0,177036.0,141065.08,35970.92,Manoj
2705,2024-05-10,CUST1321,Vijay,South,Pune,Electronics,Smartwatch,4,46826,0.01,185430.96,164716.85,20714.11,Arjun
2706,2024-12-23,CUST1277,Karthik,East,Kolkata,Electronics,Tablet,6,37876,0.04,218165.76,177974.3,40191.46,Kavitha
2707,2023-07-20,CUST1024,Meena,North,Mumbai,Clothing,Dress,5,8054,0.12,35437.6,30508.68,4928.92,Naveen
2708,2023-07-31,CUST1113,Karthik,East,Mumbai,Grocery,Soft Drink,1,47345,0.02,46398.1,35498.27,10899.83,Arjun
2709,2023-11-08,CUST1447,Vimal,East,Hyderabad,Furniture,Cupboard,4,54323,0.01,215119.08,150777.64,64341.44,Deepa
2710,2023-02-15,CUST1044,Kiran,West,Mumbai,Grocery,Cooking Oil,10,22548,0.06,211951.2,189835.65,22115.55,Arjun
2711,2023-02-25,CUST1475,Kiran,South,Bangalore,Sports,Dumbbells,5,36418,0.03,176627.3,130417.15,46210.15,Manoj
2712,2023-11-23,CUST1334,Kiran,West,Delhi,Sports,Tennis Racket,4,36218,0.09,131833.52,94569.52,37264.0,Manoj
2713,2023-08-26,CUST1453,Ramesh,North,Chennai,Grocery,Soft Drink,10,2023,0.1,18207.0,16208.6,1998.4,Arjun
2714,2023-03-15,CUST1159,Kiran,South,Kolkata,Electronics,Mobile,7,29495,0.13,179624.55,130099.54,49525.01,Arjun
2715,2024-08-26,CUST1035,Arul,North,Chennai,Electronics,Laptop,2,18042,0.13,31393.08,28036.04,3357.04,Manoj
2716,2024-07-10,CUST1460,Priya,North,Delhi,Clothing,T-Shirt,6,10342,0.09,56467.32,49333.7,7133.62,Suresh
2717,2023-11-14,CUST1079,Vimal,East,Delhi,Electronics,Tablet,4,39775,0.14,136826.0,117772.31,19053.69,Suresh
2718,2024-12-07,CUST1342,Ravi,South,Mumbai,Grocery,Rice Bag,3,5813,0.11,15520.71,12994.83,2525.88,Rekha
2719,2024-08-02,CUST1474,Suresh,North,Hyderabad,Clothing,Dress,4,41049,0.02,160912.08,122296.77,38615.31,Kavitha
2720,2023-10-03,CUST1076,Anitha,West,Delhi,Sports,Dumbbells,7,47248,0.14,284432.96,199106.24,85326.72,Deepa
2721,2023-04-05,CUST1267,Karthik,West,Coimbatore,Electronics,Headphones,6,28493,0.14,147023.88,128959.29,18064.59,Arjun
2722,2023-10-01,CUST1127,Ramya,North,Mumbai,Sports,Cricket Bat,8,50166,0.14,345142.08,305434.04,39708.04,Arjun
2723,2023-12-15,CUST1351,Meena,East,Bangalore,Grocery,Snacks Pack,1,33895,0.07,31522.35,27004.41,4517.94,Rekha
2724,2024-08-08,CUST1435,Vimal,East,Coimbatore,Grocery,Snacks Pack,3,9466,0.08,26126.16,18736.64,7389.52,Rekha
2725,2024-12-20,CUST1388,Ramya,South,Bangalore,Electronics,Mobile,7,16845,0.14,101406.9,78032.86,23374.04,Rekha
2726,2023-05-01,CUST1216,Suresh,North,Bangalore,Grocery,Biscuits,8,12303,0.1,88581.6,68074.64,20506.96,Naveen
2727,2023-03-20,CUST1478,Meena,North,Hyderabad,Clothing,Dress,7,38001,0.14,228766.02,193895.4,34870.62,Kavitha
2728,2023-11-12,CUST1332,Bhuvana,East,Chennai,Furniture,Sofa,9,13806,0.06,116798.76,87595.94,29202.82,Manoj
2729,2024-09-19,CUST1187,Vijay,South,Coimbatore,Clothing,Jeans,7,37924,0.08,244230.56,178792.95,65437.61,Kavitha
2730,2024-02-28,CUST1437,Kiran,East,Hyderabad,Electronics,Laptop,5,23222,0.15,98693.5,73589.98,25103.52,Kavitha
2731,2024-08-05,CUST1111,Ravi,West,Pune,Clothing,T-Shirt,5,52144,0.05,247684.0,201164.17,46519.83,Kavitha
2732,2023-06-16,CUST1402,Meena,East,Hyderabad,Electronics,Smartwatch,5,47244,0.11,210235.8,188913.41,21322.39,Suresh
2733,2024-05-27,CUST1298,Meena,West,Chennai,Grocery,Snacks Pack,7,47910,0.08,308540.4,248549.3,59991.1,Naveen
2734,2024-09-06,CUST1047,Divya,North,Kolkata,Grocery,Snacks Pack,1,14435,0.04,13857.6,10087.57,3770.03,Deepa
2735,2024-07-02,CUST1020,Vimal,East,Bangalore,Furniture,Table,6,16180,0.15,82518.0,71744.99,10773.01,Naveen
2736,2023-10-03,CUST1133,Priya,East,Mumbai,Sports,Tennis Racket,8,20500,0.13,142680.0,107089.52,35590.48,Arjun
2737,2024-06-10,CUST1035,Bhuvana,East,Coimbatore,Sports,Tennis Racket,6,14570,0.02,85671.6,65696.96,19974.64,Naveen
2738,2023-07-17,CUST1278,Bhuvana,West,Kolkata,Grocery,Rice Bag,1,34266,0.08,31524.72,24623.26,6901.46,Naveen
2739,2024-03-17,CUST1441,Kiran,West,Delhi,Sports,Tennis Racket,2,13895,0.01,27512.1,21830.3,5681.8,Rekha
2740,2024-12-02,CUST1428,Divya,South,Chennai,Sports,Tennis Racket,9,30020,0.12,237758.4,177101.49,60656.91,Kavitha
2741,2023-03-27,CUST1471,Ravi,West,Delhi,Sports,Yoga Mat,9,32526,0.02,286879.32,225938.14,60941.18,Rekha
2742,2023-05-08,CUST1280,Priya,West,Bangalore,Sports,Football,5,59984,0.1,269928.0,241488.23,28439.77,Arjun
2743,2023-10-23,CUST1345,Saranya,North,Coimbatore,Grocery,Snacks Pack,5,50465,0.05,239708.75,213091.13,26617.62,Deepa
2744,2024-04-28,CUST1453,Divya,East,Hyderabad,Clothing,Jacket,4,59197,0.11,210741.32,157161.39,53579.93,Suresh
2745,2024-03-29,CUST1336,Priya,North,Kolkata,Grocery,Rice Bag,2,12702,0.06,23879.76,18075.71,5804.05,Manoj
2746,2024-08-02,CUST1179,Ramesh,North,Pune,Electronics,Tablet,7,19274,0.01,133568.82,107939.96,25628.86,Kavitha
2747,2024-05-30,CUST1054,Karthik,North,Coimbatore,Electronics,Tablet,9,8013,0.09,65626.47,54637.18,10989.29,Deepa
2748,2023-07-05,CUST1341,Meena,South,Coimbatore,Furniture,Sofa,7,24087,0.0,168609.0,141983.46,26625.54,Deepa
2749,2024-11-18,CUST1466,Anitha,West,Hyderabad,Clothing,Jacket,1,59880,0.06,56287.2,45535.88,10751.32,Rekha
2750,2023-11-21,CUST1161,Vijay,East,Bangalore,Clothing,Shirt,6,27989,0.1,151140.6,129699.66,21440.94,Arjun
2751,2024-10-28,CUST1057,Ramesh,South,Chennai,Electronics,Mobile,2,48233,0.07,89713.38,74608.01,15105.37,Deepa
2752,2024-10-31,CUST1042,Vijay,South,Bangalore,Clothing,Jacket,1,40522,0.02,39711.56,27863.78,11847.78,Deepa
2753,2024-04-26,CUST1139,Bhuvana,East,Mumbai,Sports,Cricket Bat,9,22607,0.11,181082.07,151857.12,29224.95,Suresh
2754,2023-02-27,CUST1098,Vimal,West,Kolkata,Furniture,Cupboard,7,24803,0.09,157995.11,132904.43,25090.68,Deepa
2755,2024-04-15,CUST1430,Vimal,South,Hyderabad,Clothing,T-Shirt,9,22338,0.12,176916.96,141467.15,35449.81,Manoj
2756,2023-11-11,CUST1317,Ravi,East,Pune,Clothing,T-Shirt,7,47866,0.07,311607.66,233366.65,78241.01,Kavitha
2757,2023-09-30,CUST1205,Priya,West,Hyderabad,Sports,Cricket Bat,10,22824,0.09,207698.4,157047.02,50651.38,Manoj
2758,2024-09-27,CUST1072,Divya,West,Chennai,Clothing,T-Shirt,9,53225,0.03,464654.25,346441.49,118212.76,Naveen
2759,2024-04-20,CUST1370,Saranya,West,Pune,Furniture,Chair,10,44652,0.14,384007.2,273026.23,110980.97,Suresh
2760,2023-05-18,CUST1250,Kiran,East,Delhi,Clothing,Shirt,7,3776,0.15,22467.2,18328.46,4138.74,Rekha
2761,2023-02-22,CUST1327,Priya,South,Mumbai,Clothing,Shirt,1,22354,0.14,19224.44,15000.09,4224.35,Arjun
2762,2023-07-26,CUST1398,Suresh,West,Pune,Electronics,Smartwatch,7,9254,0.12,57004.64,44791.8,12212.84,Manoj
2763,2023-06-30,CUST1465,Anitha,South,Hyderabad,Grocery,Rice Bag,3,49145,0.12,129742.8,111314.81,18427.99,Kavitha
2764,2024-04-25,CUST1029,Bhuvana,South,Pune,Grocery,Cooking Oil,3,56496,0.15,144064.8,127164.93,16899.87,Deepa
2765,2024-06-14,CUST1373,Suresh,South,Hyderabad,Electronics,Headphones,9,20590,0.01,183456.9,152708.28,30748.62,Manoj
2766,2023-06-02,CUST1365,Priya,South,Kolkata,Electronics,Headphones,1,6768,0.03,6564.96,5625.23,939.73,Rekha
2767,2024-05-02,CUST1047,Kiran,West,Kolkata,Sports,Tennis Racket,1,58329,0.02,57162.42,46881.26,10281.16,Manoj
2768,2024-09-20,CUST1462,Ramya,West,Mumbai,Electronics,Tablet,4,33963,0.07,126342.36,108538.39,17803.97,Suresh
2769,2023-11-25,CUST1309,Karthik,South,Bangalore,Electronics,Laptop,2,52196,0.14,89777.12,70006.72,19770.4,Suresh
2770,2023-11-17,CUST1396,Ravi,West,Chennai,Clothing,Dress,7,15612,0.02,107098.32,85318.9,21779.42,Naveen
2771,2024-09-29,CUST1352,Priya,East,Kolkata,Sports,Football,4,56047,0.1,201769.2,148845.8,52923.4,Naveen
2772,2024-11-28,CUST1050,Karthik,East,Chennai,Electronics,Headphones,9,33171,0.12,262714.32,199881.09,62833.23,Kavitha
2773,2023-10-25,CUST1215,Ramya,East,Chennai,Clothing,Jeans,6,55898,0.04,321972.48,228091.13,93881.35,Suresh
2774,2023-06-19,CUST1191,Suresh,West,Kolkata,Electronics,Mobile,7,35182,0.0,246274.0,174122.04,72151.96,Deepa
2775,2024-04-02,CUST1018,Suresh,South,Pune,Furniture,Cupboard,4,22653,0.09,82456.92,73508.49,8948.43,Manoj
2776,2024-09-17,CUST1457,Saranya,West,Coimbatore,Electronics,Mobile,7,59098,0.13,359906.82,323117.11,36789.71,Naveen
2777,2023-11-11,CUST1399,Priya,North,Hyderabad,Clothing,Shirt,3,11533,0.02,33907.02,29758.74,4148.28,Naveen
2778,2024-03-29,CUST1308,Karthik,North,Hyderabad,Grocery,Rice Bag,8,49387,0.1,355586.4,297126.56,58459.84,Kavitha
2779,2024-07-16,CUST1113,Meena,East,Chennai,Electronics,Tablet,7,53091,0.15,315891.45,257927.02,57964.43,Naveen
2780,2024-03-24,CUST1046,Suresh,East,Hyderabad,Clothing,T-Shirt,10,34731,0.04,333417.6,295566.6,37851.0,Arjun
2781,2024-11-02,CUST1042,Arul,North,Bangalore,Electronics,Tablet,5,55562,0.0,277810.0,234148.14,43661.86,Manoj
2782,2024-12-09,CUST1154,Suresh,South,Bangalore,Furniture,Bed,6,42105,0.12,222314.4,162870.97,59443.43,Kavitha
2783,2024-03-28,CUST1165,Bhuvana,East,Kolkata,Sports,Dumbbells,10,35962,0.06,338042.8,295399.36,42643.44,Kavitha
2784,2023-12-08,CUST1392,Ramya,North,Kolkata,Furniture,Sofa,3,28721,0.06,80993.22,56949.7,24043.52,Suresh
2785,2024-06-17,CUST1491,Bhuvana,West,Delhi,Grocery,Rice Bag,9,33455,0.07,280018.35,210215.82,69802.53,Rekha
2786,2023-07-11,CUST1413,Suresh,West,Delhi,Sports,Yoga Mat,4,31967,0.02,125310.64,95206.47,30104.17,Deepa
2787,2024-10-11,CUST1493,Suresh,East,Pune,Grocery,Snacks Pack,1,22203,0.05,21092.85,17446.43,3646.42,Deepa
2788,2024-05-09,CUST1242,Karthik,North,Bangalore,Grocery,Soft Drink,8,51971,0.05,394979.6,353223.41,41756.19,Naveen
2789,2024-12-22,CUST1114,Priya,South,Coimbatore,Furniture,Sofa,5,51307,0.09,233446.85,184693.23,48753.62,Deepa
2790,2024-03-16,CUST1152,Vijay,South,Coimbatore,Grocery,Soft Drink,3,22683,0.13,59202.63,51788.73,7413.9,Manoj
2791,2023-12-21,CUST1154,Vimal,East,Chennai,Electronics,Mobile,8,46415,0.04,356467.2,290987.9,65479.3,Naveen
2792,2023-09-05,CUST1301,Ramya,North,Mumbai,Sports,Football,10,56785,0.06,533779.0,393916.96,139862.04,Naveen
2793,2024-04-09,CUST1227,Karthik,East,Delhi,Clothing,Jacket,7,13535,0.01,93797.55,83402.77,10394.78,Arjun
2794,2023-12-18,CUST1154,Ravi,East,Hyderabad,Sports,Dumbbells,6,34395,0.06,193987.8,172433.63,21554.17,Suresh
2795,2024-11-03,CUST1308,Bhuvana,West,Kolkata,Electronics,Tablet,4,45735,0.06,171963.6,154617.36,17346.24,Arjun
2796,2023-06-06,CUST1099,Anitha,East,Chennai,Electronics,Headphones,1,40391,0.09,36755.81,27101.39,9654.42,Kavitha
2797,2024-12-13,CUST1477,Bhuvana,West,Delhi,Electronics,Smartwatch,7,36967,0.12,227716.72,164144.72,63572.0,Kavitha
2798,2023-06-03,CUST1437,Vimal,West,Kolkata,Electronics,Mobile,5,29163,0.02,142898.7,107775.09,35123.61,Arjun
2799,2023-10-14,CUST1214,Suresh,South,Hyderabad,Sports,Cricket Bat,8,50069,0.01,396546.48,281412.19,115134.29,Arjun
2800,2023-04-21,CUST1150,Divya,South,Chennai,Grocery,Cooking Oil,5,31289,0.09,142364.95,112166.4,30198.55,Arjun
2801,2024-08-09,CUST1016,Suresh,North,Delhi,Electronics,Laptop,8,58252,0.08,428734.72,325643.3,103091.42,Suresh
2802,2024-11-23,CUST1031,Suresh,East,Chennai,Furniture,Bed,4,11192,0.07,41634.24,37249.27,4384.97,Suresh
2803,2023-10-08,CUST1402,Divya,West,Pune,Clothing,Dress,6,50913,0.15,259656.3,187588.69,72067.61,Manoj
2804,2024-08-31,CUST1490,Ramesh,North,Pune,Clothing,T-Shirt,4,41335,0.08,152112.8,128174.71,23938.09,Manoj
2805,2023-01-05,CUST1135,Suresh,South,Delhi,Electronics,Laptop,6,35917,0.15,183176.7,155388.07,27788.63,Suresh
2806,2023-05-19,CUST1054,Suresh,West,Coimbatore,Clothing,Dress,10,59627,0.07,554531.1,448915.44,105615.66,Manoj
2807,2023-08-02,CUST1041,Priya,West,Pune,Electronics,Smartwatch,2,8132,0.14,13987.04,10263.04,3724.0,Manoj
2808,2023-01-31,CUST1480,Ravi,East,Delhi,Clothing,T-Shirt,4,57253,0.03,222141.64,172571.7,49569.94,Kavitha
2809,2023-11-09,CUST1246,Priya,South,Mumbai,Electronics,Mobile,2,58241,0.02,114152.36,97040.82,17111.54,Naveen
2810,2024-12-18,CUST1153,Bhuvana,North,Bangalore,Grocery,Snacks Pack,5,42440,0.14,182492.0,144046.01,38445.99,Arjun
2811,2024-04-16,CUST1277,Bhuvana,East,Bangalore,Furniture,Chair,3,16981,0.08,46867.56,41818.1,5049.46,Arjun
2812,2023-07-03,CUST1440,Anitha,South,Hyderabad,Grocery,Cooking Oil,8,4862,0.15,33061.6,26575.91,6485.69,Kavitha
2813,2024-09-10,CUST1158,Priya,North,Bangalore,Sports,Football,9,58224,0.14,450653.76,359263.84,91389.92,Naveen
2814,2023-03-31,CUST1484,Divya,South,Mumbai,Sports,Yoga Mat,5,49683,0.08,228541.8,200366.55,28175.25,Deepa
2815,2023-10-12,CUST1154,Meena,South,Coimbatore,Electronics,Headphones,7,50409,0.13,306990.81,242323.87,64666.94,Kavitha
2816,2024-03-21,CUST1091,Vimal,West,Pune,Clothing,Shirt,1,10222,0.1,9199.8,7763.78,1436.02,Suresh
2817,2023-05-08,CUST1453,Bhuvana,East,Mumbai,Grocery,Snacks Pack,5,25234,0.08,116076.4,88832.63,27243.77,Naveen
2818,2024-08-26,CUST1161,Arul,North,Kolkata,Sports,Cricket Bat,4,35383,0.08,130209.44,104026.08,26183.36,Rekha
2819,2023-04-28,CUST1180,Karthik,South,Bangalore,Furniture,Sofa,3,42398,0.02,124650.12,101312.58,23337.54,Kavitha
2820,2024-09-03,CUST1037,Arul,East,Pune,Clothing,Dress,3,13817,0.0,41451.0,35408.87,6042.13,Deepa
2821,2023-04-18,CUST1232,Divya,West,Hyderabad,Sports,Dumbbells,5,47270,0.15,200897.5,157749.63,43147.87,Arjun
2822,2023-06-22,CUST1495,Divya,West,Chennai,Furniture,Chair,8,3758,0.02,29462.72,21405.07,8057.65,Manoj
2823,2023-07-20,CUST1331,Meena,South,Hyderabad,Grocery,Snacks Pack,1,3867,0.03,3750.99,3061.29,689.7,Suresh
2824,2023-06-06,CUST1407,Anitha,North,Hyderabad,Furniture,Bed,1,44860,0.14,38579.6,29510.75,9068.85,Kavitha
2825,2023-01-25,CUST1311,Anitha,West,Coimbatore,Electronics,Headphones,2,49791,0.09,90619.62,81228.03,9391.59,Kavitha
2826,2024-09-14,CUST1264,Divya,North,Delhi,Furniture,Cupboard,3,27029,0.03,78654.39,70307.98,8346.41,Kavitha
2827,2024-10-14,CUST1382,Anitha,North,Kolkata,Clothing,Jacket,7,51833,0.15,308406.35,222583.62,85822.73,Deepa
2828,2023-11-09,CUST1416,Divya,East,Coimbatore,Furniture,Bed,1,11742,0.13,10215.54,8809.19,1406.35,Deepa
2829,2023-08-07,CUST1004,Ravi,West,Chennai,Sports,Yoga Mat,8,41594,0.14,286166.72,237250.66,48916.06,Arjun
2830,2024-05-25,CUST1061,Ravi,South,Hyderabad,Furniture,Sofa,3,20856,0.14,53808.48,47283.36,6525.12,Arjun
2831,2024-04-27,CUST1340,Karthik,North,Mumbai,Furniture,Table,7,15870,0.07,103313.7,88818.94,14494.76,Suresh
2832,2024-10-02,CUST1289,Priya,North,Pune,Sports,Yoga Mat,3,22284,0.1,60166.8,54132.56,6034.24,Deepa
2833,2023-11-08,CUST1245,Meena,North,Hyderabad,Clothing,Jacket,5,36115,0.14,155294.5,139630.15,15664.35,Manoj
2834,2024-08-03,CUST1328,Vimal,North,Delhi,Sports,Tennis Racket,9,57664,0.08,477457.92,424573.26,52884.66,Rekha
2835,2024-03-29,CUST1114,Kiran,West,Hyderabad,Electronics,Tablet,8,36826,0.04,282823.68,200551.77,82271.91,Manoj
2836,2024-06-11,CUST1126,Bhuvana,South,Chennai,Clothing,Shirt,9,4332,0.11,34699.32,25405.55,9293.77,Naveen
2837,2023-09-17,CUST1428,Anitha,South,Coimbatore,Sports,Tennis Racket,5,39124,0.06,183882.8,156182.03,27700.77,Suresh
2838,2023-10-08,CUST1384,Ravi,West,Kolkata,Furniture,Cupboard,8,32732,0.02,256618.88,189868.07,66750.81,Rekha
2839,2024-03-24,CUST1472,Ramesh,South,Coimbatore,Electronics,Headphones,1,48248,0.08,44388.16,38947.26,5440.9,Arjun
2840,2024-02-18,CUST1211,Vijay,West,Kolkata,Furniture,Sofa,2,26022,0.14,44757.84,35724.04,9033.8,Suresh
2841,2024-09-16,CUST1323,Meena,South,Kolkata,Clothing,Dress,6,41449,0.14,213876.84,172360.12,41516.72,Deepa
2842,2024-06-02,CUST1111,Anitha,West,Pune,Clothing,Jacket,8,35279,0.01,279409.68,213669.31,65740.37,Kavitha
2843,2024-02-05,CUST1189,Arul,East,Bangalore,Grocery,Biscuits,4,11856,0.12,41733.12,36699.07,5034.05,Manoj
2844,2023-02-21,CUST1055,Vijay,North,Mumbai,Electronics,Mobile,4,44295,0.12,155918.4,124910.48,31007.92,Rekha
2845,2024-07-23,CUST1224,Suresh,East,Hyderabad,Sports,Cricket Bat,10,7763,0.01,76853.7,55523.57,21330.13,Manoj
2846,2023-04-08,CUST1099,Karthik,West,Mumbai,Furniture,Bed,1,51271,0.04,49220.16,41677.18,7542.98,Arjun
2847,2023-08-26,CUST1462,Saranya,South,Hyderabad,Furniture,Sofa,8,56978,0.07,423916.32,304411.03,119505.29,Deepa
2848,2023-11-22,CUST1469,Kiran,South,Mumbai,Clothing,Shirt,7,17880,0.08,115147.2,92494.52,22652.68,Naveen
2849,2024-05-08,CUST1451,Bhuvana,West,Coimbatore,Electronics,Laptop,10,40508,0.06,380775.2,289538.18,91237.02,Manoj
2850,2023-10-20,CUST1248,Ramya,North,Kolkata,Clothing,T-Shirt,5,7224,0.11,32146.8,25969.13,6177.67,Manoj
2851,2024-05-12,CUST1260,Meena,West,Hyderabad,Grocery,Biscuits,4,48602,0.14,167190.88,150181.04,17009.84,Manoj
2852,2023-08-29,CUST1433,Priya,West,Coimbatore,Grocery,Biscuits,2,27940,0.09,50850.8,44887.6,5963.2,Naveen
2853,2023-09-04,CUST1205,Karthik,South,Chennai,Grocery,Rice Bag,9,5030,0.13,39384.9,32044.03,7340.87,Suresh
2854,2024-06-14,CUST1182,Saranya,South,Coimbatore,Clothing,T-Shirt,1,8818,0.13,7671.66,6064.22,1607.44,Naveen
2855,2023-11-07,CUST1195,Ravi,North,Hyderabad,Clothing,Jeans,7,7261,0.13,44219.49,36518.34,7701.15,Manoj
2856,2023-04-21,CUST1403,Divya,East,Mumbai,Clothing,Shirt,5,29198,0.1,131391.0,107787.26,23603.74,Naveen
2857,2024-06-29,CUST1211,Ravi,West,Chennai,Sports,Dumbbells,8,54160,0.06,407283.2,353184.93,54098.27,Naveen
2858,2024-09-10,CUST1084,Saranya,West,Delhi,Sports,Football,7,16508,0.1,104000.4,93054.87,10945.53,Manoj
2859,2024-10-27,CUST1362,Vimal,West,Mumbai,Electronics,Headphones,4,5052,0.07,18793.44,15925.11,2868.33,Deepa
2860,2023-12-15,CUST1412,Anitha,West,Kolkata,Grocery,Snacks Pack,8,34166,0.01,270594.72,201866.75,68727.97,Deepa
2861,2024-01-15,CUST1387,Ravi,East,Chennai,Clothing,T-Shirt,2,54533,0.15,92706.1,74198.26,18507.84,Naveen
2862,2023-02-05,CUST1038,Meena,South,Coimbatore,Clothing,Jeans,10,39143,0.04,375772.8,329888.65,45884.15,Kavitha
2863,2023-04-20,CUST1087,Karthik,East,Chennai,Grocery,Rice Bag,5,15178,0.03,73613.3,54949.54,18663.76,Naveen
2864,2024-05-11,CUST1210,Anitha,North,Bangalore,Electronics,Tablet,1,8872,0.05,8428.4,6175.99,2252.41,Manoj
2865,2023-04-26,CUST1370,Divya,South,Hyderabad,Grocery,Snacks Pack,10,56502,0.0,565020.0,405172.79,159847.21,Suresh
2866,2023-08-15,CUST1432,Meena,West,Hyderabad,Furniture,Bed,9,39005,0.11,312430.05,263680.1,48749.95,Kavitha
2867,2024-09-03,CUST1177,Vimal,North,Chennai,Furniture,Sofa,6,1727,0.03,10051.14,8292.22,1758.92,Rekha
2868,2023-11-27,CUST1172,Ramya,North,Bangalore,Clothing,Jacket,8,2831,0.02,22195.04,17620.47,4574.57,Kavitha
2869,2024-11-05,CUST1133,Ramesh,West,Pune,Sports,Cricket Bat,9,39358,0.11,315257.58,251550.7,63706.88,Rekha
2870,2023-05-25,CUST1298,Ramya,South,Kolkata,Clothing,Jeans,10,50562,0.02,495507.6,367163.64,128343.96,Kavitha
